Key,comment,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
Despot_Desc,,マスク内の小さなノイズ（穴やゴミ）を除去します。,Removes small noise (holes or specks) from the matte.,去除遮罩内微小的噪点（孔洞或杂斑）。,去除遮罩內微小的雜訊（孔洞或雜斑）。,마스크 내의 작은 노이즈(구멍이나 얼룩)를 제거합니다.,Remueve pequeños ruidos o agujeros en el mate.,يزيل الضوضاء الصغيرة (الثقوب أو البقع) من القناع.,Menghilangkan bintik atau noise kecil dari matte.,
Erode_Name,,エッジの浸食,Erode Edge,边缘侵蚀,邊緣侵蝕,가장자리 침식,Erosionar Borde,تآكل الحافة,Kikis Tepi,
Erode_Desc,,マスクの境界を拡大・縮小します。輪郭に残る細いフリンジの除去に有効です。,Expands or shrinks the matte boundaries. Useful for removing thin fringes on edges.,扩大或缩小遮罩边界。用于消除轮廓上的细微色边有效。,放大或縮小遮罩邊界。適用於消除輪廓上的細微毛邊。,마스크 경계를 확대/축소합니다. 얇은 프린지 제거에 유용합니다.,Expande o contrae el mate para eliminar franjas delgadas.,يوسع أو يقلص حدود القناع لتقليل الحواف الرقيقة.,Memperluas atau mengecilkan batas matte untuk menghapus tepi tipis.,
ExceptionColor1_Name,,例外色1 (基本),Exception Color 1,例外颜色 1 (基本),例外色 1 (基本),예외 색상 1 (기본),Color de Excepción 1,لون الاستثناء 1,Warna Pengecualian 1,
ExceptionColor1_Desc,,クロマキーから除外する基本色を指定します。この色が透明の場合、この機能は無効になります。,"Color to exclude from keying. If set to transparent, this function is disabled.",指定不进行抠像的基本颜色。如果透明则该机能无效。,指定不進行去背的基本顏色。如果透明則該功能無效。,크로마키에서 제외할 기본 색상을 지정합니다. 투명인 경우 기능이 비활성화됩니다.,Color a excluir del recorte. Inactivo si es transparente.,اللون المستثنى من المفتاح. يعطل إذا كان شفافا.,Warna yang dikecualikan. Nonaktif jika diatur ke transparan.,
ExceptionColor2_Name,,例外色2 (終端),Exception Color 2,例外颜色 2 (结束),例外色 2 (結束),예외 색상 2 (끝),Color de Excepción 2,لون الاستثناء 2,Warna Pengecualian 2,
ExceptionColor2_Desc,,グラデーションの終端色を指定します。この範囲の色はクロマキーされにくくなります。, gradient end color to exclude. Colors within this range will resist being keyed.,指定例外的渐变结束色。处于该范围内的颜色将不易被抠像。,指定例外的漸層結束色。處於該範圍內的顏色將不易被去背。,보호할 그라데이션의 끝 색상을 지정합니다. 이 범위의 색상은 잘 지워지지 않습니다.,Color final del degradado a excluir. Rango resistente al recorte.,لون نهاية التدرج للاستثناء. الألوان في هذا النطاق ستقاوم المفتاح.,Warna akhir gradasi untuk dikecualikan.,
ExceptionTolerance_Name,,許容値,Exception Tolerance,容差,容差,예외 허용 오차,Tolerancia,تسامح الاستثناء,Toleransi Pengecualian,
ExceptionTolerance_Desc,,例外色の許容範囲。値を大きくすると、より広い範囲の色が保護されます。,Tolerance range for exception colors. Higher values protect more colors.,例外色的容差范围。值越大，保护的颜色范围越广。,例外颜色的容差範圍。值越大，保護的顏色範圍越廣。,예외 색상의 허용 범위입니다. 값을 높이면 더 넓은 범위가 보호됩니다.,Tolerancia para excepciones. Valores altos protegen más colores.,نطاق التسامح للألوان المستثناة.,Batas toleransi untuk warna pengecualian.,
ExceptionGradientStrength_Name,,グラデーション強度,Gradient Strength,渐变强度,漸層強度,그라데이션 강도,Fuerza de Degradado,قوة التدرج,Kekuatan Gradasi,
ExceptionGradientStrength_Desc,,例外色のグラデーション効果の強さ。,Strength of the exception color gradient effect.,例外色渐变效果的强度。,例外色漸層效果的強度。,예외 색상의 그라데이션 효과 강도입니다.,Fuerza del efecto de degradado de excepción.,قوة تأثير تدرج لون الاستثناء.,Kekuatan efek gradasi pengecualian.,
ExceptionGradientAngle_Name,,グラデーション角度,Gradient Angle,渐变角度,漸層角度,그라데이션 각도,Ángulo de Degradado,زاوية التدرج,Sudut Gradasi,
ExceptionGradientAngle_Desc,,例外色のグラデーションの方向。,Direction of the exception color gradient.,例外色的渐变方向。,例外色的漸層方向。,예외 색상의 그라데이션 방향입니다.,Dirección del degradado de excepción.,اتجاه تدرج لون الاستثناء.,Arah gradasi warna pengecualian.,
EdgeDesaturation_Name,,エッジの色のじみ除去,Edge Desaturation,边缘去色,邊緣去色,가장자리 채도 감소,Desaturación de Borde,إزالة تشبع الحافة,Pengurangan Saturasi Tepi,
EdgeDesaturation_Desc,,輪郭部分の色の映り込みを低減させ、より自然な合成を実現します。,Reduces edge color bleeding for more natural compositing.,降低边缘的色彩溢出，实现更自然的合成效果。,降低邊緣的色彩溢出，實現更自然的合成效果。,가장자리의 색 번짐을 줄여 자연스러운 합성을 도와줍니다.,Reduce el sangrado de color en bordes para composiciones naturales.,يقلل من نزيف لون الحافة لتركيب أكثر طبيعية.,Mengurangi warna tumpah di tepi untuk hasil yang lebih alami.,
KeyCleanup_Name,,キー・クリーンアップ,Key Cleanup,遮罩清理,遮罩清理,키 정리,Limpieza de Clave,تنظيف المفتاح,Pembersihan Kunci,
KeyCleanup_Desc,,キーイングしたマスクの境界を調整します。マイナスで縮小、プラスで拡大します。,Adjusts the boundary of the keyed matte. Negative shrinks, positive expands.,调整抠像遮罩边界。负值缩小遮罩，正值扩大。,調整去背遮罩邊界。負值縮小遮罩，正值擴大。,키잉 마스크의 경계를 조정합니다. 음수는 축소, 양수는 확대합니다.,Ajusta el límite del mate. Negativo reduce, positivo expande.,يضبط حدود القناع. السلبي يتقلص، الإيجابي يتوسع.,Menyesuaikan batas matte. Negatif mengecilkan, positif memperluas.,
EdgeDetection_Name,,エッジ検出,Edge Detection,边缘检测,邊緣偵測,가장자리 감지,Detección de Bordes,اكتشاف الحواف,Deteksi Tepi,
EdgeDetection_Desc,,輪郭のディテールを保持する強度。値を上げるとエッジがシャープになりますが、ノイズが増えることがあります。,Strength of preserving edge details. Higher makes edges sharper but may increase noise.,保留边缘细节的强度。数值越高边缘越锐利，但也可能增加噪点。,保留邊緣細節的強度。數值越高邊緣越銳利，但也可能增加雜訊。,윤곽 디테일 유지 강도입니다. 올리면 뚜렷해지지만 노이즈가 늘 수 있습니다.,Fuerza para preservar bordes. Puede hacer bordes más nítidos pero añade ruido.,قوة الحفاظ على الحواف. الحواف تبدو أكثر حدة ولكن قد يزيد الضوضاء.,Kekuatan mempertahankan detail tepi. Dapat memperjelas tepi namun memicu noise.,
Denoise_Name,,ノイズ除去,Denoise,降噪,降噪,노이즈 제거,Eliminar Ruido,إزالة الضوضاء,Penghilang Noise,
Denoise_Desc,,マスクから細かいノイズを除去します。,Removes fine noise from the matte.,从遮罩中去除细微噪点。,從遮罩中去除細微雜訊。,마스크에서 미세한 노이즈를 제거합니다.,Remueve ruidos finos del mate.,يزيل الضوضاء الدقيقة من القناع.,Menghilangkan noise halus dari matte.,
Feathering_Name,,フェザリング,Feathering,羽化,羽化,페더링(테두리 흐림),Desvanecimiento,ترييش,Bulu Halus,
Feathering_Desc,,マスクのエッジをぼかして、背景となじませます。,Feathers matte edges to blend them into the background.,羽化遮罩边缘使其融入背景。,羽化遮罩邊緣使其融入背景。,마스크 테두리를 흐리게 하여 배경 속으로 자연스럽게 만듭니다.,Suaviza bordes para integrarlos con el fondo.,يموه حواف القناع لدمجها مع الخلفية.,Menghaluskan tepi matte untuk bercampur dengan latar.,
TranslucentDespill_Name,,半透明デスピル,Translucent Despill,半透明去溢色,半透明去溢色,반투명 디스필,Desaturar Translúcido,إزالة الانسكاب شبه الشفاف,Penghilang Tumpahan Transparan,
TranslucentDespill_Desc,,半透明部分に残る背景色（スピル）を除去します。グラスや煙、モーションブラーなどに有効です。,"Removes background spill in translucent areas like glass, smoke, or motion blur.",去除残留于半透明部分（如玻璃、烟雾等）的背景溢色。,去除殘留於半透明部分（如玻璃、煙霧等）的背景溢色。,유리나 연기 등 반투명한 부분에 남는 배경색을 제거합니다.,Remueve derrame en áreas translúcidas como vidrio o humo.,يزيل الانسكاب في المناطق شبه الشفافة مثل الزجاج أو الدخان.,Menghapus pantulan warna di area transparan seperti kaca atau asap.,
TransparencyQuality_Name,,透明度品質,Transparency Quality,透明度质量,透明度品質,투명도 품질,Calidad de Transparencia,جودة الشفافية,Kualitas Transparansi,
TransparencyQuality_Desc,,透明度の高い部分（煙など）の処理品質を向上させます。,Improves processing quality for highly transparent areas (like smoke).,改善高透明度区域（如烟雾等）的处理质量。,改善高透明度區域（如煙霧等）的處理品質。,투명도가 높은 부분의 처리 품질을 개선합니다.,Mejora calidad de áreas con alta transparencia.,يحسن جودة معالجة المناطق الشفافة للغاية.,Meningkatkan kualitas bagian yang transparan (seperti asap).,
AlphaBlendAdjustment_Name,,アルファブレンド調整,Alpha Blend Fix,Alpha 混合调整,Alpha 混合調整,알파 블렌드 조절,Ajuste de Mezcla Alfa,ضبط مزيج ألفا,Penyesuaian Alpha Blend,
AlphaBlendAdjustment_Desc,,前景と背景の混合処理を調整します。,Adjusts blending logic between foreground and background.,调整前景与背景的混合处理。,調整前景與背景的混合處理。,전경과 배경의 혼합 처리를 조절합니다.,Ajusta la forma de mezclar primer plano con fondo.,يضبط المعالجة بين المقدمة والخلفية.,Menyesuaikan cara campuran latar depan dan latar belakang.,
TargetResidualColor_Name,,補正対象色,Target Residual Color,残余颜色(目标),殘餘色彩(標的),보정 대상 색상,Color Residual a Corregir,اللون المتبقي المستهدف,Warna Tersisa Target,
TargetResidualColor_Desc,,補正したい残存色を指定します。,Specifies the residual background color you want to correct.,指定希望被补正的残留背景颜色。,指定希望被補正的殘留背景色彩。,보정할 남아있는 배경색을 선택합니다.,Especifica el color de fondo residual a modificar.,يحدد لون الخلفية المتبقي الذي تريد تصحيحه.,Menentukan sisa warna latar yang akan dikoreksi.,
CorrectedColor_Name,,補正後の色,Corrected Color,校正后颜色,校正後色彩,보정 결과 색상,Color Corregido,اللون المصحح,Warna Terkoreksi,
CorrectedColor_Desc,,残存色をこの色に変換します。,Converts target residual color to this.,将残余颜色转换为该颜色。,將殘餘色彩轉換為該色彩。,잔존 색상을 이 색상으로 변환합니다.,Convierte el color residual a este nuevo color.,يحول اللون المتبقي إلى هذا اللون.,Mengubah sisa warna target menjadi warna ini.,
ResidualColorCorrection_Name,,残存色補正,Residual Color Fix,残留颜色补正,殘留色彩補正,잔존 색상 보정,Corrección de Color Residual,تصحيح اللون المتبقي,Koreksi Sisa Warna,
ResidualColorCorrection_Desc,,クロマキーで残った背景色を他の色に変換します。,Converts remaining keyed background colors into another color.,将抠像后残留的背景颜色转换为新的指定颜色。,將去背後殘留的背景顏色轉換為新的指定顏色。,크로마키 후 남아있는 배경색을 다른 색으로 변환합니다.,Transforma colores residuales en otros.,يحول ألوان الخلفية المتبقية إلى لون آخر.,Mengubah warna latar belakang tersisa ke warna lain.,
CorrectionTolerance_Name,,補正許容値,Correction Tolerance,校正容差,校正容差,보정 허용 오차,Tolerancia de Corrección,تسامح التصحيح,Toleransi Koreksi,
CorrectionTolerance_Desc,,色補正の許容範囲。値を大きくすると、より広い範囲の色が補正されます。,Tolerance for color correction. Higher values affect more colors.,颜色校正的容差范围。数值越大，补正范围越广。,顏色校正的容差範圍。數值越大，補正範圍越廣。,색상 보정의 허용 범위. 클수록 넓은 범위가 보정됩니다.,Tolerancia para la corrección de color. Afecta a más colores.,التسامح لتصحيح الألوان. يؤثر على المزيد من الألوان.,Toleransi koreksi warna. Nilai lebih tinggi memproses lebih banyak warna.,
ForegroundBrightness_Name,,前景の明るさ,Foreground Brightness,前景亮度,前景亮度,전경 밝기,Brillo del Primer Plano,سطوع المقدمة,Kecerahan Depan,
ForegroundBrightness_Desc,,キーイング後の前景（くり抜かれた部分）の明るさを調整します。,Adjusts brightness of the foreground (keyed element) after keying.,调整抠像后前景部分的亮度。,調整去背後前景部分的亮度。,크로마키 처리된 전경의 밝기를 조절합니다.,Ajusta el brillo del elemento de primer plano.,يضبط سطوع المقدمة بعد المفتاح.,Menyesuaikan kecerahan objek depan.,
ForegroundContrast_Name,,前景のコントラスト,Foreground Contrast,前景对比度,前景對比度,전경 대비,Contraste del Primer Plano,تباين المقدمة,Kontras Depan,
ForegroundContrast_Desc,,キーイング後の前景のコントラストを調整します。,Adjusts contrast of the foreground after keying.,调整抠像后前景的对比度。,調整去背後前景的對比度。,크로마키 처리된 전경의 대비를 조절합니다.,Ajusta el contraste del elemento en primer plano.,يضبط تباين المقدمة بعد المفتاح.,Menyesuaikan kontras objek depan.,
ForegroundSaturation_Name,,前景の彩度,Foreground Saturation,前景饱和度,前景飽和度,전경 채도,Saturación del Primer Plano,تشبع المقدمة,Saturasi Depan,
ForegroundSaturation_Desc,,キーイング後の前景の彩度を調整します。,Adjusts saturation of the foreground after keying.,调整抠像后前景的饱和度。,調整去背後前景的飽和度。,크로마키 처리된 전경의 채도를 조절합니다.,Ajusta la saturación del elemento de primer plano.,يضبط تشبع المقدمة بعد المفتاح.,Menyesuaikan saturasi objek depan.,
